Traffic Day,Traffic New or Returning Visitor,Traffic Referring Category Ø,Traffic Referring Site Ø,Traffic Referring URL,Traffic UTM Campaign Name Ø,Traffic UTM Campaign Medium Ø,Traffic UTM Campaign Source Ø,Traffic Page Path Ø,Traffic Page URL,Traffic Country,Traffic Region,Traffic City,Traffic Device Type,Traffic Browser,Traffic Browser Version,Traffic Operating System,Traffic Is the First Page Viewed Ø (Yes / No),Traffic Is the Last Page Viewed Ø (Yes / No),Traffic Next Page Viewed Ø,Traffic Previous Page Viewed Ø,Traffic Page Views,Traffic Site Sessions Ø,Traffic Unique Visitors,Traffic Site Bounce Rate Ø,Traffic Avg. Session Duration Ø,Traffic Avg. Time on Page Ø,Traffic Avg. Pages per Session Ø
20/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,HRW,Pinner,Desktop,Chrome,81.0.4044.138,Windows,No,Yes,N/A,/maturity,1,1,1,0,0.001076389,0,1
14/07/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,United Kingdom,LEW,New Cross,Desktop,Chrome,83.0.4103.116,Windows,No,Yes,N/A,/news,1,1,1,0,0.013125,0,1
01/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity?fbclid=iwar1odmbd_c2nni8ptdnuu9vzyuhkoa2gzdotpu_pypok0cybmjqxh97vpd0,United Kingdom,STN,Carshalton,Desktop,Safari,13.1,Mac OS,No,Yes,N/A,/,1,1,1,0,3.47E-05,0,1
22/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/exclusive,http://jorjmakesmusic.com/exclusive,United Kingdom,GRE,Greenwich,Desktop,Chrome,81.0.4044.138,Windows,No,No,/early-access,/early-access,1,1,1,0,0.021354167,0.000498,1
16/11/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,79.0.3945.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,SRY,Camberley,Mobile,Chrome,81.0.4044.117,Android,No,Yes,N/A,/,1,1,1,0,0.004293981,0,1
18/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.106,Windows,No,No,/news/single-2,/,1,1,1,0,0.000902778,3.45E-05,1
20/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,CMD,Camden,Mobile,Safari,263.2.0.81.121,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Social,instagram.com,https://l.instagram.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,SLF,Salford,Mobile,Chrome,139.0.0.33.121,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,MRT,Wimbledon,Desktop,Safari,13.1,Mac OS,No,No,/video,/,1,1,1,0,0.000821759,1.75E-05,2
06/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,NGM,Nottingham,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
22/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,GRE,Greenwich,Desktop,Chrome,81.0.4044.138,Windows,No,No,/video,/,1,1,1,0,0.010509259,2.30E-05,2
29/08/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,United States,CA,N/A,Desktop,Chrome,76.0.3809.71,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/01/2021,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
06/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,KEN,Folkestone,Mobile,Safari,N/A,Mac OS,Yes,No,/about,N/A,1,1,1,0,0.000578704,2.70E-05,2
30/10/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,Germany,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
07/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,GLG,Glasgow,Tablet,Safari,N/A,iOS,No,No,/,/maturity,1,1,1,0,0.005833333,0.000949,1
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,HAV,Romford,Desktop,Chrome,81.0.4044.129,Windows,No,No,/maturity,/,1,1,1,0,0.000462963,3.45E-05,2
01/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,HRW,Pinner,Mobile,Safari,261.1.0.57.120,Mac OS,Yes,No,/video,N/A,1,1,1,0,0.000474537,0.000158333,2
13/09/2020,New Visitor,Social,youtube.com,https://youtube.com/,_,_,_,/,https://jorjmakesmusic.com,India,DL,Delhi,Mobile,Chrome,85.0.4183.101,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
22/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar1iwubqlyviocdhbsz1m866qamwmvvoytabz9mltoplz3n-sbg7ucoy93s,United Kingdom,BNH,Brighton,Desktop,Chrome,83.0.4103.106,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
01/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,ESS,Wivenhoe,Mobile,Chrome,239.1.0.17.119,Android,Yes,No,/video,N/A,1,1,1,0,0.000509259,0.000158333,2
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,France,75,Paris,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,Yes,No,/maturity,N/A,1,1,1,0,0.017731481,0.000154333,2
05/05/2020,New Visitor,Social,instagram.com,https://l.instagram.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Mobile,Chrome,140.0.0.30.126,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
18/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar2_k-exqfydyzj7wye-reiae9qnpwtfirwmpzs2z_kwf2to6hox5uir7_w,United Kingdom,MRT,Raynes Park,Desktop,Safari,13.1.1,Mac OS,Yes,No,/maturity,N/A,1,1,1,0,0.000844907,4.23E-05,2
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar2qi2tf54x0nd2644k5bfazqushllzhcqzh-topxcztbdfhvdrz730h-1m,United Kingdom,ISL,Islington,Desktop,Firefox,76,Windows,Yes,No,/maturity,N/A,1,1,1,0,0.000185185,5.00E-05,2
01/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BNH,Brighton,Desktop,Chrome,81.0.4044.122,Windows,Yes,No,/maturity,N/A,1,1,1,0,0.001423611,4.23E-05,2
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Mobile,Chrome,81.0.4044.117,Android,Yes,No,/maturity,N/A,1,1,1,0,0.010740741,0.0053705,1
16/10/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar3zt8xzhrwhtpiyldkjknswmpwbaahnfpuifc8yq0bgtwjs1gmmd3vqi4c,United Kingdom,BNH,Brighton,Desktop,Safari,13.1,Mac OS,Yes,No,/contact,N/A,1,1,1,0,0.000520833,0.000115667,2
11/11/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
04/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.61,Windows,No,Yes,N/A,/,1,1,1,0,0.000162037,0,1
21/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,WSX,Burgess Hill,Mobile,Safari,264.0.0.63.117,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
18/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,MRT,Raynes Park,Desktop,Safari,13.1.1,Mac OS,No,Yes,N/A,/news,1,1,1,0,0.000844907,0,1
02/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar2j8icyl8x0yqdpmmd5t2rzgquc0fcdy0_rcbzd7poqyckhe0tky_xn-ma,United Kingdom,MRT,Wimbledon,Desktop,Safari,13.1,Mac OS,Yes,No,/news,N/A,1,1,1,0,0.000416667,0.000139,1
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar0mq1hhqrquxlowv-5rppn90vmy5uqituyutdc7-6lbxeeo0jtscvkkxws,Poland,30,Poznan,Desktop,Chrome,81.0.4044.129,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
07/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,WSX,Burgess Hill,Mobile,Safari,13.1,Mac OS,No,No,/news,/maturity,1,1,1,0,0.001261574,4.65E-05,1
01/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,HRW,Pinner,Mobile,Safari,261.1.0.57.120,Mac OS,No,Yes,N/A,/,1,1,1,0,0.000474537,0,1
23/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,GRE,Greenwich,Desktop,Chrome,81.0.4044.138,Windows,Yes,No,/,N/A,1,1,1,0,0.001805556,0.000536333,2
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,BNH,Brighton,Desktop,Safari,13.1,Mac OS,No,Yes,N/A,/contact,1,1,1,0,0.000520833,0,1
06/06/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,ESS,Chelmsford,Desktop,Chrome,83.0.4103.61,Windows,No,No,/news/it's-here,/,1,1,1,0,0.000555556,4.65E-05,1
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar13odshwd7iu1wzsblnebxo2w3o_5kc-wepjvm9kop7ljevzxo8zekmd2m,United Kingdom,KEN,Ashford,Desktop,Chrome,81.0.4044.129,Mac OS,Yes,No,/video,N/A,1,1,1,0,0.000416667,5.40E-05,2
19/10/2020,New Visitor,Organic Search,google.com,https://google.com,_,_,_,/,https://jorjmakesmusic.com,United Kingdom,WLL,Walsall,Mobile,Chrome,86.0.4240.93,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,No,/news,/maturity,1,1,1,0,0.017731481,2.90E-05,1
14/07/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,United Kingdom,LEW,New Cross,Desktop,Chrome,83.0.4103.116,Windows,Yes,No,/news,N/A,1,1,1,0,0.013125,0.000174,1
19/09/2020,New Visitor,Social,youtube.com,https://youtube.com/,_,_,_,/,https://jorjmakesmusic.com,Italy,BO,Bologna,Desktop,Chrome,85.0.4183.102,Windows,Yes,No,/maturity,N/A,1,1,1,0,0.000150463,0.00015,1
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BNH,Hove,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,KEN,Folkestone,Mobile,Safari,261.1.0.57.120,Mac OS,Yes,No,/maturity,N/A,1,1,1,0,0.000173611,5.80E-05,2
07/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar11nuxmrduyhvyavsfa6lwsoyxg8x5s9gmbddpjwev7exlfibsjwjzvylg,United Kingdom,KEC,Notting Hill Gate,Desktop,Chrome,81.0.4044.113,Mac OS,Yes,No,/maturity,N/A,1,1,1,0,0.004664352,0.001500667,2
31/10/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,United Kingdom,GLG,Glasgow,Tablet,Chrome,85.0.4183.92,iOS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
07/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,BKM,Aylesbury,Mobile,Chrome,77.0.3865.116,Android,No,Yes,N/A,/news,1,1,1,0,0.0009375,0,1
20/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity?fbclid=iwar0qfuh42icdymsbkmud9txzkwmstvt6k_dkz4qignp_nkct-awbse6sfku,United Kingdom,HRW,Pinner,Desktop,Chrome,81.0.4044.138,Windows,Yes,No,/video,N/A,1,1,1,0,0.001076389,0.000358667,2
07/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,WSX,Burgess Hill,Mobile,Safari,13.1,Mac OS,No,No,/video,/,1,1,1,0,0.001261574,0.000133,2
22/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,GRE,Greenwich,Desktop,Chrome,81.0.4044.138,Windows,No,No,/news,/exclusive,1,1,1,0,0.010509259,4.23E-05,1
07/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,KEC,Notting Hill Gate,Desktop,Chrome,81.0.4044.113,Mac OS,No,No,/about,/,1,1,1,0,0.004664352,8.10E-05,2
06/06/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar1hcy-awf70w6djjp8dz3lqd-nzgopdmpeomegsyegvfxvt97wgwc5mcqa,United Kingdom,ESS,Chelmsford,Desktop,Chrome,83.0.4103.61,Windows,Yes,No,/news,N/A,1,1,1,0,0.000555556,0.000154333,1
06/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,ISL,Islington,Mobile,Safari,13.0.5,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Social,instagram.com,https://l.instagram.com/,_,_,_,/,http://jorjmakesmusic.com,Hong Kong,HCW,Central,Mobile,Chrome,139.0.0.33.121,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,Spain,M,Madrid,Desktop,Chrome,81.0.4044.129,Windows,No,No,/,/video,1,1,1,0,0.00125,5.20E-05,2
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,No,/video,/about,1,1,1,0,0.017731481,2.30E-05,2
07/10/2020,New Visitor,Organic Search,google.com,https://google.com/,_,_,_,/maturity,https://jorjmakesmusic.com/maturity,Germany,BE,Berlin,Desktop,Chrome,83.0.4103.116,Linux,No,No,/video,/,1,1,1,0,0.000497685,6.90E-05,1
07/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,KEC,Notting Hill Gate,Desktop,Chrome,81.0.4044.113,Mac OS,No,Yes,N/A,/maturity,1,1,1,0,0.004664352,0,1
21/05/2020,Returning Visitor,Social,youtube.com,https://www.youtube.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,GRE,Greenwich,Desktop,Chrome,81.0.4044.138,Windows,No,Yes,N/A,/maturity,1,1,1,0,0.000532407,0,1
06/06/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/news/it's-here,http://jorjmakesmusic.com/news/it's-here,United Kingdom,ESS,Chelmsford,Desktop,Chrome,83.0.4103.61,Windows,No,Yes,N/A,/news,1,1,1,0,0.000555556,0,1
27/06/2020,New Visitor,Organic Search,bing.com,http://www.bing.com/search?q=amazon,_,_,_,/,http://jorjmakesmusic.com,United States,N/A,N/A,Desktop,Chrome,76.0.3809.100,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,No,/maturity,/maturity,1,1,1,0,0.017731481,0.000162,2
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,GRE,Greenwich,Mobile,Chrome,268.1.0.54.121,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,MRT,Wimbledon,Desktop,Safari,13.1,Mac OS,No,No,/about,/about,1,1,1,0,0.000821759,5.80E-05,2
02/06/2020,New Visitor,Direct,Direct,N/A,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,KEN,Folkestone,Mobile,Safari,266.0.0.32.114,Mac OS,No,Yes,N/A,/maturity,1,1,1,0,8.10E-05,0,1
29/06/2020,New Visitor,Organic Search,bing.com,http://www.bing.com/search?q=amazon,_,_,_,/,http://jorjmakesmusic.com,Canada,ON,Toronto,Desktop,Chrome,76.0.3809.71,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,Spain,M,Madrid,Desktop,Chrome,81.0.4044.129,Windows,No,Yes,N/A,/maturity,1,1,1,0,0.00125,0,1
01/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com/?fbclid=iwar2ty8q8pomktvvamdiks_g-p4ggvzm80_ey4k_cx8etsnpwhnsv7yumsow,United Kingdom,LEW,N/A,Desktop,Chrome,81.0.4044.129,Windows,No,Yes,N/A,/maturity,1,1,1,0,0.017731481,0,1
01/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,ESS,Wivenhoe,Mobile,Chrome,239.1.0.17.119,Android,No,Yes,N/A,/video,1,1,1,0,0.000509259,0,1
02/06/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/news/it's-here,http://jorjmakesmusic.com/news/it's-here,United Kingdom,LEW,N/A,Desktop,Chrome,83.0.4103.61,Windows,No,No,/,/news,1,1,1,0,0.001956019,0.0009435,2
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,ISL,Islington,Desktop,Firefox,76,Windows,No,No,/video,/,1,1,1,0,0.000185185,1.75E-05,2
19/10/2020,New Visitor,Organic Search,google.com,https://google.com/,_,_,_,/video,https://jorjmakesmusic.com/video,United Kingdom,GLG,Glasgow,Tablet,Chrome,85.0.4183.92,iOS,No,No,/,/maturity,1,1,1,0,0.000949074,0.000243,1
17/10/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,United States,N/A,N/A,Desktop,Chrome,80.0.3987.132,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
16/07/2020,New Visitor,Social,facebook.com,https://facebook.com/,_,_,_,/,https://jorjmakesmusic.com/?fbclid=iwar21xoh_mot-q0ok0i9xthvama03oklln16jlyonqdcvapj6xfiz1rjw95o,United Kingdom,OXF,Witney,Desktop,Chrome,84.0.4147.89,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/06/2020,New Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity#,United Kingdom,KEN,Folkestone,Mobile,Safari,266.0.0.32.114,Mac OS,Yes,No,/video,N/A,1,1,1,0,8.10E-05,2.70E-05,2
06/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,KEN,Ashford,Desktop,Chrome,81.0.4044.129,Mac OS,No,No,/maturity,/,1,1,1,0,0.000416667,2.30E-05,2
16/06/2020,New Visitor,Social,facebook.com,https://l.facebook.com/,_,_,_,/about,http://jorjmakesmusic.com/about,United Kingdom,WSX,Lancing,Desktop,Chrome,83.0.4103.97,Windows,No,Yes,N/A,/news,1,1,1,0,0.000914352,0,1
07/05/2020,New Visitor,Social,facebook.com,https://m.facebook.com,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,WSX,Burgess Hill,Mobile,Safari,13.1,Mac OS,No,No,/about,/video,1,1,1,0,0.001261574,6.95E-05,2
06/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,BKM,Aylesbury,Mobile,Chrome,77.0.3865.116,Android,Yes,No,/about,N/A,1,1,1,0,0.001203704,0.000185333,2
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,ISL,Islington,Desktop,Firefox,76,Windows,No,Yes,N/A,/maturity,1,1,1,0,0.000185185,0,1
02/05/2020,New Visitor,Social,facebook.com,https://l.facebook.com,_,_,_,/news,http://jorjmakesmusic.com/news,United Kingdom,MRT,Wimbledon,Desktop,Safari,13.1,Mac OS,No,Yes,N/A,/,1,1,1,0,0.000416667,0,1
08/06/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,SRY,Camberley,Mobile,Chrome,83.0.4103.96,Android,Yes,No,/video,N/A,1,1,1,0,0.000127315,4.23E-05,2
22/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,GRE,Greenwich,Desktop,Chrome,81.0.4044.138,Windows,No,Yes,N/A,/exclusive,1,1,1,0,0.021354167,0,1
21/11/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,https://jorjmakesmusic.com,N/A,N/A,N/A,Desktop,Chrome,71.0.3563.0,Linux,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
19/10/2020,New Visitor,Organic Search,google.com,https://google.com/,_,_,_,/,https://jorjmakesmusic.com,United Kingdom,GLG,Glasgow,Tablet,Chrome,85.0.4183.92,iOS,Yes,No,/maturity,N/A,1,1,1,0,0.000949074,0.00037,0
02/07/2020,New Visitor,Direct,Direct,N/A,_,_,_,/early-access,https://jorjmakesmusic.com/early-access,United Kingdom,SWK,Peckham,Desktop,Chrome,83.0.4103.116,Windows,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
09/05/2020,New Visitor,Direct,Direct,N/A,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,HRW,Pinner,Mobile,Safari,263.1.0.76.121,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
12/06/2020,Returning Visitor,Referral,jorjmakesmusic.com,https://www.jorjmakesmusic.com/video,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,EAL,Northolt,Mobile,Chrome,83.0.4103.101,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
06/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/video,http://jorjmakesmusic.com/video,United Kingdom,ESS,Colchester,Mobile,Chrome,268.1.0.54.121,Android,No,No,/maturity,/maturity,1,1,1,0,0.000740741,5.20E-05,2
06/05/2020,New Visitor,Social,facebook.com,https://www.facebook.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,HAV,Romford,Desktop,Chrome,81.0.4044.129,Windows,No,No,/,/video,1,1,1,0,0.000462963,2.30E-05,2
03/06/2020,New Visitor,Social,facebook.com,http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.jorjmakesmusic.com%2F&h=AT0jrTCDX_rHkPWMKLuLJaXUCB7ifjq26I5Z9o_sYPrjFnF12QbzCrbpvt2xo4w5MCQRpE94b1mbi6BHUPnuyIuvF5VOMU3nQhumvirajdRyYtxx_MW7s4AKPMKSCg,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,SOS,Southend-on-Sea,Mobile,Safari,272.0.0.57.115,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
05/05/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/video,http://jorjmakesmusic.com/video,Sweden,O,Askim,Mobile,Safari,N/A,Mac OS,No,No,/news,/maturity,1,1,1,0,0.000763889,4.05E-05,1
20/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity?fbclid=iwar0wv2qs3wl_4vvpqgx8fwxmgoqflafeerqccmhp_qd7nnguc8ejsnbkr_i,United Kingdom,ENG,London,Desktop,Chrome,81.0.4044.138,Windows,Yes,Yes,N/A,N/A,1,1,1,0,0.00380787,0,1
20/05/2020,Returning Visitor,Social,facebook.com,http://m.facebook.com/,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,ESS,Colchester,Mobile,Chrome,239.1.0.17.119,Android,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
02/05/2020,Returning Visitor,Direct,Direct,N/A,_,_,_,/maturity,http://jorjmakesmusic.com/maturity,United Kingdom,LEW,N/A,Mobile,Chrome,81.0.4044.117,Android,No,Yes,N/A,/,1,1,1,0,0.010740741,0,1
07/06/2020,New Visitor,Social,facebook.com,http://m.facebook.com,_,_,_,/,http://jorjmakesmusic.com,United Kingdom,ISL,Islington,Mobile,Safari,N/A,Mac OS,Yes,Yes,N/A,N/A,1,1,1,1,0,0,1
