Algorithm,Top-N,MoviesPerPage,ThresholdRating,TotalIDs,ParameterTest,ParameterValue,OtherParameters,TotalTime/s,MeanTime/s,MAE,RMSE,Coverage,Diversity,Novelty,LOOCV_HR,Validation_HR,Cumulative_HR,MeanReciprocal_HR,ActualRating_HR
User-Based KNN,30,5,3,706,neighbours,10,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",401.598514,0.568836422,0.844381071,0.95901948,0.031832861,0.525406989,0.027780656,,0.22516525,0.212936733,0.102398489,"{0.5: 0.00046521659349671153, 1.0: 0.0008534267807820925, 1.5: 0.00030262603073454025, 2.0: 0.001555115648802293, 2.5: 0.0016390165124939575, 3.0: 0.010855956398188295, 3.5: 0.009627331622097567, 4.0: 0.02699257375098486, 4.5: 0.013699821048848839, 5.0: 0.024203861295301405}"
User-Based KNN,30,5,3,706,neighbours,20,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",408.4566357,0.578550475,0.846848093,0.959366722,0.050546068,0.542332955,0.021140843,,0.230217186,0.220868744,0.103381335,"{0.5: 0.0003155235509629058, 1.0: 0.000987068501125237, 1.5: 0.00037697252001385825, 2.0: 0.0017141782609587238, 2.5: 0.001613892339252084, 3.0: 0.010184934012650396, 3.5: 0.009376913348041877, 4.0: 0.027536924231784176, 4.5: 0.014186835392150226, 5.0: 0.02529290097608613}"
User-Based KNN,30,5,3,706,neighbours,30,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",415.0404524,0.587875995,0.832193946,0.942651804,0.06515945,0.547051744,0.018674396,,0.227809254,0.221010387,0.101877557,"{0.5: 0.0003805842523406597, 1.0: 0.000916916640883175, 1.5: 0.0003010783188987888, 2.0: 0.0016324405591010003, 2.5: 0.0015569298448019982, 3.0: 0.009841225609431011, 3.5: 0.009298690274496759, 4.0: 0.026822011819182576, 4.5: 0.014408469648628141, 5.0: 0.024652385659758743}"
User-Based KNN,30,5,3,706,neighbours,40,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",420.5509637,0.595681252,0.820350751,0.928020835,0.077622015,0.549771837,0.017320576,,0.225354108,0.218885741,0.10052644,"{0.5: 0.0003543002958805947, 1.0: 0.0007829117750422995, 1.5: 0.0003242438649194954, 2.0: 0.0018692942875749951, 2.5: 0.0014191192786520332, 3.0: 0.009428464895843166, 3.5: 0.009146961635632684, 4.0: 0.026195108539945125, 4.5: 0.014319048883520681, 5.0: 0.024654512824035545}"
User-Based KNN,30,5,3,706,neighbours,50,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",426.7405804,0.604448414,0.820820682,0.927265448,0.088514097,0.551582315,0.016243487,,0.223984891,0.218035883,0.099983475,"{0.5: 0.0003567044842775705, 1.0: 0.0008104370308441688, 1.5: 0.0003196558857677596, 2.0: 0.0018645555946873143, 2.5: 0.001451658910232037, 3.0: 0.00898899769694502, 3.5: 0.009246631881476345, 4.0: 0.025801349259859715, 4.5: 0.014171107018936176, 5.0: 0.024345007486939206}"
User-Based KNN,30,5,3,706,neighbours,60,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",433.7948318,0.614440272,0.810336109,0.913539083,0.098308512,0.552277641,0.015442039,,0.221813031,0.216336166,0.099012433,"{0.5: 0.0003774657364096811, 1.0: 0.0008354468956937921, 1.5: 0.0002732665011618619, 2.0: 0.001709421601835759, 2.5: 0.001466510834169092, 3.0: 0.008858949256005522, 3.5: 0.009066533295417787, 4.0: 0.02532017554836433, 4.5: 0.014062251041613332, 5.0: 0.023985580379160702}"
User-Based KNN,30,5,3,706,neighbours,70,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",442.1828659,0.62632134,0.805177626,0.908517431,0.107427222,0.55254744,0.014968434,,0.220018886,0.215108593,0.098318382,"{0.5: 0.0003220100080375438, 1.0: 0.0008001011842778647, 1.5: 0.00031339713488281817, 2.0: 0.0017058421596240403, 2.5: 0.0014324425578142897, 3.0: 0.008814009020008139, 3.5: 0.009340824101517155, 4.0: 0.024940180934121314, 4.5: 0.013563155775895902, 5.0: 0.023923039653662305}"
User-Based KNN,30,5,3,706,neighbours,80,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",447.5029257,0.633856835,0.804945404,0.906711791,0.115720086,0.552728743,0.014466172,,0.21789424,0.213361662,0.097348914,"{0.5: 0.00035091675487225504, 1.0: 0.0007536279372156545, 1.5: 0.00031312001468816893, 2.0: 0.0015508653389912233, 2.5: 0.0014209725523724119, 3.0: 0.008544873928153734, 3.5: 0.009090970185606409, 4.0: 0.02501697901680024, 4.5: 0.013539217021778379, 5.0: 0.023802698435530983}"
User-Based KNN,30,5,3,706,neighbours,90,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",454.0416163,0.643118437,0.809270751,0.907914399,0.123614731,0.552908617,0.014089105,,0.21572238,0.211614731,0.096010387,"{0.5: 0.00032963653696282366, 1.0: 0.0007612407054680091, 1.5: 0.00029245622653524734, 2.0: 0.0014657928279032128, 2.5: 0.0013348531211593191, 3.0: 0.008370284520991327, 3.5: 0.008887094997541613, 4.0: 0.02482898699671121, 4.5: 0.013490513545262997, 5.0: 0.02338442192289552}"
User-Based KNN,30,5,3,706,neighbours,100,"{'sample': 100, 'threshold': 2.0, 'predict': 'calc'}",463.3937838,0.656365133,0.811955253,0.915699288,0.130663834,0.553429727,0.013813773,,0.216477809,0.210812087,0.095915958,"{0.5: 0.0001703249074034524, 1.0: 0.0004018060223638599, 1.5: 0.00026729224895444953, 2.0: 0.0014812937660897767, 2.5: 0.001491998577503415, 3.0: 0.010317026020911205, 3.5: 0.009761664687186887, 4.0: 0.02902766823941724, 4.5: 0.014329707103135624, 5.0: 0.021994827709908956}"
